6.664563467432643051e+00,4.835690074280113437e-02,1.449292723295717567e+00
3.422665895520332846e+00,1.315911048982904008e-02,1.611182650945237382e+00
3.907014858752741571e+00,8.770080619418288426e-02,1.207472033427750890e+00
2.246157034906054228e+00,7.052300815588563587e-02,1.721463463755690260e+00
3.527402624808672726e+00,5.917208278050767323e-02,1.314112927563091171e+00
7.590625023056363219e-01,7.031548234919107743e-02,1.376402175414428442e+00
4.519528834128182737e+00,9.575468257677255401e-02,1.659215180271219170e+00
7.260981565841873930e+00,8.341811212250273277e-02,1.413782013222332212e+00
8.782214827891102971e+00,4.818663236302735825e-02,1.611081327929054785e+00
5.298838570881152066e+00,2.344207214552929824e-02,1.892040404433429135e+00
2.626558985826037862e+00,6.241114023622763851e-02,1.370046011224781202e+00
2.634138549974218702e+00,5.422104477236899811e-02,1.475002751137802770e+00
2.522937830630498812e+00,4.750572886643555232e-02,1.860401311247736444e+00
4.070609570739363470e+00,4.532759922955895832e-02,1.901236828854517835e+00
