3.011838142263070672e+00,9.606073747672347340e-02,1.286987915204197641e+00
2.339825239274737179e+00,9.981992046481355518e-02,1.773000091928082833e+00
2.452229294104728563e+00,2.075460627283011450e-02,1.430727269520429168e+00
4.896396864031902219e+00,7.815770920303670433e-02,1.854037045944797901e+00
6.613163355088759410e+00,9.572541877655943443e-02,1.362172377367832699e+00
8.088664356905539421e-02,8.369041188698422840e-02,1.426129991994979251e+00
2.144383453118821059e+00,2.534834954006256677e-02,1.544107015777579806e+00
6.130134586818217102e+00,8.936737813850069434e-02,1.508108668496941585e+00
3.863242998997074462e+00,2.979282859994280067e-02,1.821661770967408556e+00
7.551039880072202060e+00,4.276282696563710184e-02,1.809998523634270162e+00
6.049822780892526453e+00,1.034527436033323006e-02,1.600436487933242002e+00
3.343790566767933292e+00,3.029533585516163210e-02,1.795926051582252381e+00
1.603615674095963950e+00,3.635918598152849956e-02,1.927970795930997738e+00
2.273454236300542775e-01,9.690707411636041713e-02,1.953959208257951996e+00
