3.170177225463103099e+00,6.592751446755887312e-02,1.576859977380331346e+00
6.284181992421581597e+00,7.891450964968604875e-02,1.892445376236057131e+00
1.699249794443381312e+00,5.306675382250955475e-02,1.630860709556512189e+00
6.665305102729739417e-01,6.633997793398921372e-02,1.786216514907849717e+00
6.539386419591805222e+00,8.342671517234041823e-02,1.301361560168129650e+00
9.829895001150950051e-01,5.645397285667960730e-02,1.353783684239457497e+00
6.459400890536935336e+00,5.713667822552601083e-02,1.984001494920602848e+00
8.930102232360411563e+00,3.332012579520472056e-02,1.667336332367263196e+00
7.759341046753654325e+00,6.364885767778513670e-02,1.514429917415493820e+00
1.573645627644828071e+00,3.036586739627961801e-02,1.502852059104989424e+00
7.332647965090599129e+00,4.392962726098972176e-02,1.492013646665015791e+00
3.640584349676689868e-01,9.038171042734241545e-02,1.862778265740770101e+00
2.004958368174053263e+00,4.888138524681555352e-02,1.809068654801290865e+00
1.926248339298002321e-01,7.672939254378306762e-02,1.960351674413212786e+00
