5.657466243201262124e+00,1.641830536360810305e-02,1.553881371808371270e+00
7.446807575821390301e-01,3.236335614312968456e-02,1.711732671878550605e+00
5.332025630798823634e+00,8.406561335770920684e-02,1.156764888240561895e+00
2.623238810746189920e+00,5.847320821828384807e-02,1.846930667805048554e+00
9.982767884391522628e+00,7.375407462607910802e-02,1.408809993292572837e+00
1.183889904676215465e+00,7.242874377905413052e-02,1.753518377601842371e+00
4.143030552344320050e+00,6.338401608171130575e-02,1.456365815696905930e+00
6.652606784632942194e+00,7.320136556374044756e-02,1.340614933935113218e+00
3.414886791921713627e+00,2.640119995473523551e-02,1.770459872316664685e+00
3.068699905103172032e+00,1.496077606535683308e-02,1.801788724988883761e+00
8.771477364236014651e+00,2.279790439778584671e-02,1.513857716627939221e+00
4.405929312947742815e+00,2.558020443176960493e-02,1.880609919632824090e+00
1.973963948993427309e+00,4.858645073653327512e-02,1.952528700005653484e+00
7.465665321272903832e+00,5.577990684633973850e-02,1.966233497842015954e+00
