3.013801897451935385e+00,6.027809467805540777e-02,1.362213170265103468e+00
3.949481805496503739e+00,8.018563888831763131e-02,1.571920759828160596e+00
1.101207875448296569e+00,1.492280446138584404e-02,1.844945292005834236e+00
2.982321206093594412e+00,7.163693992673222932e-02,1.936144003984823225e+00
4.388915348755038082e+00,5.895374798409439704e-02,1.321206671391747856e+00
1.636619819814559840e+00,8.538709167307048653e-02,1.644649611469057859e+00
3.389994188527819752e+00,9.228599212790214446e-02,1.962975386774232334e+00
7.570441686306882190e+00,2.257992299978025044e-02,1.478214087144818389e+00
8.960978222802140181e+00,5.781323043051456168e-02,1.502433934327952469e+00
5.505931117587198997e+00,1.823222206524065941e-02,1.911644707772093277e+00
3.168017336037515008e+00,2.544701524539054460e-03,1.752669416679514924e+00
1.299374571615337537e+00,2.800683349132879890e-02,1.961713183293735341e+00
2.448917892267843399e+00,8.872984900390215590e-02,1.758966559117247419e+00
9.564743754119936270e+00,6.242986062249544776e-04,1.909919467385952530e+00
