7.506149594676943870e+00,6.584544359509125755e-02,1.771988268306204262e+00
6.416398773316323023e+00,2.232273234120650887e-02,1.950160135418763430e+00
4.754125380565858983e+00,4.301309917113482761e-02,1.577303577537881418e+00
3.050788605364923356e+00,8.595280984355099796e-02,1.957210267707756746e+00
6.157030805561527487e+00,6.183012739501697608e-05,1.326795133259126347e+00
1.093894933230357136e+00,9.748588305861816128e-02,1.773631217170266172e+00
8.926852495396628839e-01,6.877407458873399659e-02,1.382887415692354960e+00
9.263342213509069722e+00,5.745449606235400464e-02,1.836946562778205116e+00
7.713849134337289470e-01,2.174457941852302525e-02,1.810532441693341488e+00
4.025093873586984117e+00,9.766739845243289919e-02,1.384285782499259154e+00
3.119990012344537877e+00,3.603912714559301400e-03,1.921433924507235158e+00
7.968375037640598180e-01,3.724177575466201123e-02,1.998962070628937937e+00
1.007628238753652816e+00,6.314808502619774500e-02,1.964873196242718612e+00
3.416386897410328416e-01,5.080263667174905046e-02,1.989479416519913446e+00
