6.900846226329086619e+00,3.163060715829026093e-02,1.616297629255493584e+00
1.985437146336692660e+00,8.212220782586762691e-02,1.845706654598184393e+00
3.591486847676139682e+00,5.068949574559873661e-02,1.973145786915373900e+00
1.267482892868017963e+00,6.089612238379975978e-02,1.752123395501090197e+00
5.838324487806424656e+00,4.160316085248355611e-02,1.341637682796665398e+00
8.591508177065989571e-01,5.504061743951928209e-02,1.252999907399250823e+00
3.904193905043368495e+00,7.734168128642215922e-02,1.523119245229790586e+00
6.750392248725481714e+00,5.370190138635627664e-02,1.490033572779861482e+00
3.798434746014294205e+00,7.903696238384799733e-04,1.990837229894229177e+00
4.272728712806466156e+00,1.205192849190649118e-02,1.554417689220354948e+00
5.869101563128609200e+00,2.813871396770827038e-03,1.572173209299853047e+00
2.992102612744365064e+00,4.067309778153308658e-02,1.934297839640573002e+00
4.479450473036912683e+00,5.906335304872659120e-02,1.911289945962898251e+00
4.777534339709289313e+00,6.961812828034864842e-02,1.933334197388009823e+00
